doc_id,text,
2847,"Ötanazi merkezinden randevu aldı: Mutlu değilim, ölmek istiyorum... https://t.co/Ep8oCYlOXO",
2848,İsviçre Alpleri 8 can aldı! https://t.co/LHNEKlxm5s https://t.co/lWKIUdSQGv,
2849,Acil serviste skandal görüntüler! Yaralı yakınları polis ve 2 hastane çalışanını darp etti... https://t.co/iz46dow7Re https://t.co/nlh3AABBrZ,
2850,Kontrol noktalarında kuyruklar dışarıya taştı https://t.co/jF8RSyAQWe https://t.co/EkCb5xyYGL,
2851,"Arınç, Erdoğan'la ne konuştuğunu anlattı: ""Gül aday olsaydı..."" https://t.co/U9Uc2AjsWZ https://t.co/U1RTlscIZw",
2852,Mercanlar kurtarılacak! 380 milyon dolarlık bütçe ayrıldı https://t.co/CocsPCkuQr,
2853,Osmanlı ordusunun 'Deliler'i beyazperdeye aktarılıyor https://t.co/X9kotwdnpo https://t.co/pDcCZwMntA,
2854,Kırmızı gıdalara dikkat! Bugüne kadar farkına varmadan binlerce böcek yemiş olabilirsiniz... https://t.co/mzEfipKTW9,
2855,"Kırmızı bültenle aranıyordu, Siirt'te yakalandı https://t.co/2M1EV5Sxir https://t.co/z5nM6wZiM1",
2856,Rusya'da dev protesto! Binlerce kişi o yasağa karşı kağıttan uçak uçurdu https://t.co/f2fHdgkOd6 https://t.co/0X0SLH6yjN,
2857,Çin'de 1 Mayıs'ı böyle kutladılar https://t.co/izuQtUT5vO https://t.co/5rTN05VqIV,
2858,Van'da uyuşturucu operasyonu! Karpuzun içine saklamışlar... https://t.co/W7sWkG8yRp https://t.co/N7LTL3ixYV,
2859,"'Kızımın doğum gününde, cebimde 50 kuruşum var' deyip köprüye çıktı... https://t.co/ggUSTVvFDM https://t.co/u8VLpaGs7D",
2860,"Aradan 41 yıl geçti, olay hâlâ aydınlanmadı... Kanlı 1 Mayıs'ta ne olmuştu? https://t.co/oOhIQpzXuT https://t.co/NcONgQk79G",
2861,Mezuniyet törenini pelikanlar bastı https://t.co/fHHkLbRVLP https://t.co/pmhVAG7Ilf,
2862,WhatsApp'ın kurucusu istifa etti! İstifa nedeni tartışmalara yol açtı! https://t.co/SlCORZrbUD https://t.co/PrPxamT8u5,
2863,Dünyada bir ilki gerçekleştirdi: Gözleriyle yan flüt çaldı... https://t.co/fOwVtkCx5N https://t.co/nHGvTHcGge,
2864,Askere gidecekler dikkat! O hizmet 14 Mayıs'ta kullanıma açılacak... https://t.co/Wy4aXgMHtb https://t.co/Z73AOtNZz3,
2865,Nisan ayı ihracat rakamları açıklandı https://t.co/N2xSgCxScz https://t.co/KAgh4DbaAU,
2866,"Öğretmen, öğrencisine çıplak fotoğraflarını gönderdi! Eşine yakalandı... https://t.co/d7lgm0nJ1O https://t.co/OL99ymtmz4",
2867,YÖK'ten bölünecek üniversitelerle ilgili açıklama: Öğrencilerimiz isterlerse... https://t.co/kE1c3AzDHG https://t.co/NG43IOblTt,
2868,Arizona yanıyor... Yüzlerce kişi bölgeden tahliye edildi! https://t.co/0LMFB1HNwo https://t.co/PBgPJtqgiv,
2869,"Malatya'da 1 Mayıs kutlamaları, sağanak dolu yağışı nedeniyle yarıda kaldı. Bir işçi, taşıdığı pankartı vücuduna isabet eden dolulara rağmen yerde bırakmadı. https://t.co/aXCa8AcXru",
2870,Volkan Demirel derbiye çıkmama kararı alan Beşiktaş'ı eleştirdi: Rakibimizi... https://t.co/Oue3oolIBS https://t.co/mf9MiaGF3e,
2871,Emre Altuğ gazino açıyor! İşte mekan sahibi olan ünlüler https://t.co/ELNV2pSQOQ https://t.co/cDoX5nmKPT,
2872,'Sözleşmeli fuhuş' çetesinin şifreleri ortaya çıktı https://t.co/PQWBdOZmXz https://t.co/dEki9CNxyy,
2873,Fatih Altaylı yazdı: CHP'yi bekleyen tehlike... https://t.co/j5pqU71M6K https://t.co/LvA3kd5RPl,
2874,Metrobüs yolunda feci olay! 1 çocuk hayatını kaybetti https://t.co/lDpsiUdVWg https://t.co/5hOluU0JwQ,
2875,Şehit itfaiye eri Taner Çebi'nin ölümünde 'labirent sauna' şüphesi... https://t.co/klXGCFtZHJ https://t.co/z8uw1RbxLb,
2876,Emek ve Dayanışma Günü nasıl doğdu? İşte 1 Mayıs'ın kısa tarihçesi... https://t.co/BnL1GLDVS6 https://t.co/IUgDRuagXC,
2877,İstanbul'da bugün bu yollar kapalı https://t.co/Ar4rAk1i5c https://t.co/XvV2EqZRFC,
2878,Bahçeli'den Karamollaoğlu yorumu: Son yılların... https://t.co/AVNpgU7y7C https://t.co/RAKoSwIbBs,
2879,Beyaz Saray'dan İran açıklaması: 55 bin sayfa gizli bilgiye... https://t.co/FoBuHOhJIj https://t.co/CdPJh8Q23h,
2880,Antalya'da kıyıya vurdu! İş makinesiyle kaldırıldı... https://t.co/obOXhegFIC https://t.co/aiFjCEKXdL,
2881,İşçi maaşlarında gerideyiz... Kırmızı haritadayız! Ortalama aylık net ücrette vasatız! https://t.co/uoTLqdSYZQ https://t.co/XekD2NboL8,
2882,Ölümü milyonları yasa boğmuştu! Ünlü DJ'in nasıl intihar ettiği ortaya çıktı... https://t.co/jqngoM5bpG https://t.co/z3RdaiO8gG,
2883,Yangın çıkan 26 katlı bina çöktü! https://t.co/dwjp0NVNuV https://t.co/nVTahp0zHc,
2884,İsrail'de başbakana savaş ilan etme yetkisi verildi! https://t.co/KeOHAo1HcW https://t.co/cquWh77Nn8,
2885,Perinçek: Elimde 90 bin dilekçe var... https://t.co/Rmybl2jivX https://t.co/lQe2q80rVd,
2886,Saadet Partisi'nde sürpriz yok... https://t.co/phmmP2VJ54 https://t.co/o1QxXnXFGI,
2887,13 milyon binaya kayıt belgesi verilecek... İmar barışı ne getiriyor? https://t.co/3owabo6aLD https://t.co/GwLECheHik,
2888,Konya'da DEAŞ operasyonu... 9 kişi gözaltına alındı... https://t.co/kKt1fAdu4s https://t.co/Mm8OteR1aN,
2889,IMF'den Türkiye açıklaması: 2016'daki darbe girişiminin ardından... https://t.co/Nngkf9fauX https://t.co/s2jSBUMI7q,
2890,CHP'nin cumhurbaşkanı adayının açıklanacağı gün belli oldu... https://t.co/wdQcuKrVZB https://t.co/e4WTw3fWMy,
2891,1 Mayıs nedeniyle Taksim'de güvenlik çemberi... https://t.co/bRHMA9NMJt https://t.co/9IVs4pHrJj,
2892,"Aradan 41 yıl geçti, olay hâlâ aydınlanmadı... Kanlı 1 Mayıs'ta ne olmuştu? https://t.co/oOhIQpzXuT https://t.co/rWCVC02fT8",
2893,Mezuniyet törenini pelikanlar bastı https://t.co/fHHkLbRVLP https://t.co/1KWYzDmebf,
2894,WhatsApp'ın kurucusu istifa etti! İstifa nedeni tartışmalara yol açtı! https://t.co/SlCORZrbUD https://t.co/nyxYJuvx1B,
2895,Askere gidecekler dikkat! O hizmet 14 Mayıs'ta kullanıma açılacak... https://t.co/Wy4aXgMHtb https://t.co/XMyEiFYJiH,
2896,Nisan ayı ihracat rakamları açıklandı https://t.co/N2xSgCxScz https://t.co/cTR4iUsd1A,
2897,Öğretmen öğrencisine çıplak fotoğraflarını gönderdi! Eşine yakalandı... https://t.co/d7lgm0nJ1O https://t.co/z8R3KKOmcg,
2898,YÖK'ten bölünecek üniversitelerle ilgili açıklama: Öğrencilerimiz isterlerse... https://t.co/kE1c3AzDHG https://t.co/DVn22o6oAP,
2899,Arizona yanıyor... Yüzlerce kişi bölgeden tahliye edildi! https://t.co/0LMFB1HNwo https://t.co/RxARS4nuiZ,
2900,Volkan Demirel derbiye çıkmama kararı alan Beşiktaş'ı eleştirdi: Rakibimizi... https://t.co/Oue3oolIBS https://t.co/qgptX1T2FW,
2901,"#SONDAKİKA... TİM VERİLERİNE GÖRE, SON 12 AYLIK DÖNEMDE İHRACAT YÜZDE 10,7 ARTARAK 161 MİLYAR 64 MİLYON DOLAR OLDU",
2902,Emre Altuğ gazino açıyor! İşte mekan sahibi olan ünlüler https://t.co/ELNV2pSQOQ https://t.co/giVH9auRNW,
2903,'Sözleşmeli fuhuş' çetesinin şifreleri ortaya çıktı https://t.co/PQWBdOZmXz https://t.co/ws5IIMpYUn,
2904,Fatih Altaylı yazdı: CHP'yi bekleyen tehlike... https://t.co/j5pqU71M6K https://t.co/geJgNKyCcO,
2905,Metrobüs yolunda feci olay! 1 çocuk hayatını kaybetti https://t.co/lDpsiUdVWg https://t.co/dsfMNPzHBE,
2906,Şehit itfaiyeci Taner Çebi'nin ölümünde 'labirent sauna' şüphesi... https://t.co/klXGCFtZHJ https://t.co/1RQUYDS2iv,
2907,Anapa'dan başlayan Türk Akımı hattı Kıyıköy'e ulaştı... https://t.co/kXenGn8RWU,
2908,Emek ve Dayanışma Günü nasıl doğdu? İşte 1 Mayıs'ın kısa tarihçesi... https://t.co/BnL1GLDVS6 https://t.co/2nyjhtfhth,
2909,İstanbul'da bugün bu yollar kapalı https://t.co/Ar4rAk1i5c https://t.co/Fu72S7LeMN,
2910,Bahçeli'den Karamollaoğlu yorumu: Son yılların... https://t.co/AVNpgU7y7C https://t.co/HrISzsX6wU,
2911,Beyaz Saray'dan İran açıklaması: 55 bin sayfa gizli bilgiye... https://t.co/FoBuHOhJIj https://t.co/h0slW2oCq3,
2912,İşçi maaşlarında gerideyiz... Kırmızı haritadayız! Ortalama aylık net ücrette vasatız! https://t.co/uoTLqdSYZQ https://t.co/jJEBnI9hit,
2913,İsrail'de başbakana savaş ilan etme yetkisi verildi! https://t.co/KeOHAo1HcW https://t.co/zRX6kPoNMT,
2914,Saadet Partisi'nde sürpriz yok... https://t.co/phmmP2VJ54 https://t.co/dNJSjzzl82,
2915,Ege'de deprem! Bodrum ilçesi açıklarında... https://t.co/4ErpyKe4bh https://t.co/q2ljmtGeqY,
2916,Konya'da DEAŞ operasyonu... 9 kişi gözaltına alındı... https://t.co/kKt1fAdu4s https://t.co/EUjmGgBKit,
2917,IMF'den Türkiye açıklaması: 2016'daki darbe girişiminin ardından... https://t.co/Nngkf9fauX https://t.co/OBhtTUbEJa,
2918,"1 Mayıs 1977'de ne oldu?
Hayatını kaybedenlerin yakınları o günleri böyle anlattı https://t.co/HgBd3Pw66F",
2919,CHP'nin cumhurbaşkanı adayının açıklanacağı gün belli oldu... https://t.co/wdQcuKrVZB https://t.co/eGIvMK0u2M,
2920,"#SONDAKİKA... SAADET PARTİSİ'NİN CUMHURBAŞKANI ADAYININ, PARTİNİN GENEL BAŞKANI TEMEL KARAMOLLAOĞLU OLDUĞU AÇIKLANDI.",
2921,1 Mayıs nedeniyle Taksim'de güvenlik çemberi... https://t.co/bRHMA9NMJt https://t.co/3ndu7xSzaD,
2922,"#TekeTek'te bu akşam @FatihAltayli'nın konukları @yhacisalihoglu, Prof. Dr. Fuat Keyman, @murat_somer ve @nibenka https://t.co/SgMeJ6foG3",
2923,"RT @HaberturkLive: Beşiktaş'ta, Taksim'e çıkmak isteyen gruba polis müdahale etti https://t.co/8BR8q7Rky2",
2924,Evlat edinmede '40 yaş' sınırı kalktı https://t.co/m8HXmNH1dF https://t.co/jfHdeY4seA,
2925,Her tweet'i olay olan Trump'ın Twitter'ını o yönetiyor... İşte o isim... https://t.co/asagkYvyh6 https://t.co/w4dGiCTT2V,
2926,Bilim insanları uyardı: LED ışıkları kanser riskini artırıyor https://t.co/qJKQnDJnIr https://t.co/bb6Udw4bCo,
2927,Ünlü sosyal medyanı uzmanı uyardı: Facebook'ta geçirilen zaman arttıkça... https://t.co/TATab9kLD3 https://t.co/cjjicIh0Ji,
2928,İtalya tatili planı yapanlar dikkat! O şehre turist kotası geliyor... https://t.co/YPJa40UPgt https://t.co/xhRA1LLtOV,
2929,Toprak kayması otoyolu yuttu! O anlar kamerada... https://t.co/PyTNRr1or1 https://t.co/VlBEcyDHI4,
2930,Fransa'da skandal! Müzedeki tablolar sahte çıktı... https://t.co/tYI5KwKsqv https://t.co/zrbFBb7XJl,
2931,Uzmanlar: Vazgeçecekseniz ilik bağışı yapmayın çünkü... https://t.co/uOmJqu35kQ https://t.co/1S6EwXXsCG,
2932,Çocuk sahibi olmak hayal değil... İşte aşama aşama tüp bebek süreci... https://t.co/EYySjfhybM https://t.co/595YnqI8hj,
2933,İranlı kadınlar erkek kılığında maça girdi https://t.co/e0UsxpaX3o https://t.co/f6v4S9yR6J,
2934,Nobel ödüllü bilim insanı: Eğer dünya 2 derece daha ısınırsa... https://t.co/dWY0IUzCKi https://t.co/xFyxS748Ia,
2935,"Bir anne, çocuğuna hırsızlık yaptırırken güvenlik kameralarına yakalandı! https://t.co/rmw6CMBpai https://t.co/o7jsuREg71",
2936,Silah satışlarına karşı sanal devriye! https://t.co/G0T0j0ujrb https://t.co/pPUTzTJ7E3,
2937,"Galatasaray Kulübü Başkanı Mustafa Cengiz, dün akşamki derbinin ardından trafik kazası geçirdi https://t.co/rbbZFLNQvw https://t.co/2puUHq0Wgy",
2938,Bize ne oluyor? Polis ikna etmeye çalışırken 'atla' diye bağırdılar! https://t.co/MTkP1jAxhV https://t.co/2VS0ur6QWu,
2939,"LGS'de adrese dayalı lise, göç furyası başlattı... Aileler kiralık adres arıyor! https://t.co/UmGAJeIFc3 https://t.co/jByjJqRb9g",
2940,Vatandaşları hileli satışla dolandıran çetenin akılalmaz yöntemleri... https://t.co/RKi91TN5rI https://t.co/VoR4yZObFr,
2941,Özcan Deniz baba oldu... İşte ilk fotoğraf! https://t.co/44Hv5GeWEo https://t.co/nWIuwfSJvz,
2942,"Kate Moss, Bodrum sezonunu açtı! Ünlü mankenden göbek detoksu... https://t.co/BBwHqLRxOv https://t.co/myoAf0L6Fs",
2943,Turizme 'Mayıs Bayramı' dopingi... Böyle karşılandılar... https://t.co/9SiW7aX5U3 https://t.co/WvGiNUJ1te,
2944,Demirtaş ve Önder'e 5 yıla kadar hapis istemi... https://t.co/IjcUBRzN70 https://t.co/XbCy9iYFup,
2945,Bahçeli: Abdullah Gül'ü tebrik ediyorum. Keşke... https://t.co/rrFNomkH8F https://t.co/Ff09hCTrxX,
2946,Kılıçdaroğlu: Hedef 30 bin kritik sandık https://t.co/maqjy2l23V https://t.co/NYATsDXCta,
2947,"Başbakan Yıldırım açıkladı: Emekliye ikramiye, öğrenciye af, borçluya yapılandırma... https://t.co/jdpEwC6ice https://t.co/mHR2lisHMp",
2948,YSK Başkanı'ndan seçime girecek partilere çağrı https://t.co/XCWaG9oMWZ https://t.co/OO6vD24Tw0,
2949,Bahçeli 11'inci klasik otomobilini aldı: Ferdi Tayfur çalarak aheste gidiyoruz... https://t.co/4vDC7oXncQ https://t.co/OmKr5NrjBM,
2950,Cumhurbaşkanı Erdoğan 25 anlaşmaya imza attı... https://t.co/o6zm2C7we1 https://t.co/ibchJTB5PK,
2951,"Şimşek: Piyasalar erken seçime olumlu bakıyor, çünkü.... https://t.co/DOC7ODhxvF https://t.co/uroRGTpST6",
2952,"AK Parti Sözcüsü Mahir Ünal, Habertürk TV Ankara Haber Müdürü Sibel Erdem'e anlattı: ""Cumhur İttifakı Protokolü..."" https://t.co/iQ3n9GVMEP https://t.co/BniJUZm5kY",
2953,Mahkemeden ucuz ekmek kararı! https://t.co/dSgH26oQ8z https://t.co/gaZ94IL9Km,
2954,"Trump'tan ""İran'la yeni bir anlaşmaya"" açık kapı... https://t.co/lLvOgdiKWm https://t.co/thOuSf74PF",
2955,Rusya'da dehşet! Instagram fenomeni çocuklarını öldürüp yaktı... https://t.co/WMVJqxTaLX https://t.co/LaON8hYogR,
2956,"#TürkiyeninNabzı'nda @arslandidem'in konukları @zekikilicaslan, @ersozhuseyin, Dr. Adnan Küçük, @BASBUGPINARBASI ve Nagehan Alçı https://t.co/819ySKn4dm",
2957,Maça girememe cezası vardı! Stadı öyle bir yöntemle girdi ki... https://t.co/hr9MMUigyz https://t.co/XH9vJhO3IN,
2958,Yaralı pelikanı otomobillerine aldılar ama zor zaptettiler... . https://t.co/eCMXKwkPwY https://t.co/nXSfvwbYaf,
2959,"Netanyahu: ""İran, askeri nükleer programa sahip olmadığını söylerken dürüst değildi..."" https://t.co/czhEhwDo93 https://t.co/GtLqjtsddU",
2960,Kafedeki şal kavgası karakolda bitti! Kül tablasını... https://t.co/qF5zcOZ8lp https://t.co/yxMg4AWQFW,
2961,14 yaşındaki Sümeyye dünya şampiyonu oldu https://t.co/7VW0cH1gFS https://t.co/9UBsFP1CJG,
2962,Bakıcı dehşeti kamerada! https://t.co/GiSbt8XE5A https://t.co/JyoUm3mrWX,
2963,"Başbakan Yıldırım açıkladı: Emekliye ikramiye, öğrenciye af, borçluya yapılandırma... https://t.co/jdpEwC6ice https://t.co/awLQuYNAxu",
2964,Uzmanlar: Vazgeçecekseniz ilik bağışı yapmayın çünkü... https://t.co/uOmJqu35kQ https://t.co/UaTihvKUlZ,
2965,15 Temmuz'da Moda Deniz Kulübü'nde neler yaşandı? Komutanların rehin alınma görüntüleri ortaya çıktı... https://t.co/WQ2WuCrVLL https://t.co/PGuQXT1G2P,
2966,ABD Bağdat'taki ana karargahlarını lağvetti... https://t.co/G5Qn4pmM0v https://t.co/ic0dA3w6Xu,
2967,"#TürkiyeninNabzı'nda @arslandidem'in konukları @zekikilicaslan, @ersozhuseyin, Dr. Adnan Küçük, @BASBUGPINARBASI ve Nagehan Alçı https://t.co/yfGFbLX84J",
2968,Vücudunda tel unutuldu! Ömür boyu onunla yaşayacak... https://t.co/rLm3nJFKAn https://t.co/i53cLqxjVl,
2969,Alttan ısıtmalı bot üretti... https://t.co/YW91OAuS7p https://t.co/4YbviPcT7o,
2970,Merkez Bankası Başkanı'ndan enflasyon tahmini... https://t.co/H7YFIAQ2Pz https://t.co/oEI158aiEU,
2971,Ünlü sosyal medyanı uzmanı uyardı: Facebook'ta geçirilen zaman arttıkça... https://t.co/TATab9kLD3 https://t.co/ucCxvW9Gav,
2972,"AK Parti Sözcüsü Mahir Ünal, Habertürk TV Ankara Haber Müdürü Sibel Erdem'e anlattı: ""Cumhur İttifakı Protokolü..."" https://t.co/iQ3n9GVMEP https://t.co/wdRJUKATrV",
2973,"#TürkiyeninNabzı başladı...
@arslandidem'in konukları @zekikilicaslan, @ersozhuseyin, Dr. Adnan Küçük, @BASBUGPINARBASI ve Nagehan Alçı https://t.co/6CIyiaZy3u",
2974,"#TürkiyeninNabzı'nda bu akşam 21.00'de @arslandidem'in konukları @zekikilicaslan, @ersozhuseyin, Dr. Adnan Küçük, @BASBUGPINARBASI ve Nagehan Alçı https://t.co/HCGuUW8axV",
2975,Şarkıcı Emrah Dinçer hakkında cinayetten müebbet hapis cezası istendi... https://t.co/ofM3AabN1C https://t.co/BZzYGgttzl,
2976,Timsah paniği! Çiftleşmek için eş ararken evin bahçesine girdi... https://t.co/GqJHC4IUmW https://t.co/vmo1wHajEd,
2977,"Boğa güreşinde tehlikeli anlar! Rakibinden kaçtı, sahibini ezdi... https://t.co/OmsCD0ingB https://t.co/2farElqzaM",
2978,Sitoçi cinayetinin altından 30 yıllık kan davası çıktı... https://t.co/5FJ9aaTsQz https://t.co/7aicCGipYM,
2979,'Uçurum' şüphelileri serbest bırakıldı... https://t.co/LElpUvMh1H https://t.co/WS3kmjCHLW,
2980,Silah satışlarına karşı sanal devriye! https://t.co/G0T0j0ujrb https://t.co/svj3DWOReI,
2981,Rusya'da dehşet! Instagram fenomeni çocuklarını öldürüp yaktı... https://t.co/WMVJqxTaLX https://t.co/ZOvV6eUIWk,
2982,Nobel ödüllü bilim insanı: Eğer dünya 2 derece daha ısınırsa... https://t.co/dWY0IUzCKi https://t.co/0xexghw4DX,
2983,"AK Parti Sözcüsü Mahir Ünal, Habertürk TV Ankara Haber Müdürü Sibel Erdem'e anlattı: ""Cumhur İttifakı Protokolü..."" https://t.co/iQ3n9GVMEP https://t.co/vamjOqLRl8",
2984,"Şimşek: Piyasalar erken seçime olumlu bakıyor, çünkü.... https://t.co/DOC7OCZWE7 https://t.co/cX0UFvNcVW",
2985,Bakıcı dehşeti kamerada!  https://t.co/GiSbt8XE5A https://t.co/qY1UEM3owf,
2986,Cumhurbaşkanı Erdoğan 25 anlaşmaya imza attı... https://t.co/o6zm2C7we1 https://t.co/qaGwZN3stj,
2987,Bahçeli 11'inci klasik otomobilini aldı: Ferdi Tayfur çalarak aheste gidiyoruz... https://t.co/4vDC7oXncQ https://t.co/h5acr7Yp5P,
2988,Maça girememe cezası vardı! Stadı öyle bir yöntemle girdi ki... https://t.co/hr9MMUigyz https://t.co/lKnjil3cjb,
2989,"Başbakan Yıldırım açıkladı: Emekliye ikramiye, öğrenciye af, borçluya yapılandırma... https://t.co/jdpEwC6ice https://t.co/Skimo9LRds",
2990,Merkez Bankası Başkanı'ndan enflasyon tahmini... https://t.co/H7YFIAQ2Pz https://t.co/aTooDQO71k,
2991,Bahçeli: Abdullah Gül'ü tebrik ediyorum. Keşke... https://t.co/rrFNomkH8F https://t.co/HIwRFXS2e6,
2992,Diyanet İşleri Başkanı'ndan Berat Kandili mesajı: Beratın ilk şartı... https://t.co/PRcKmGkxlw https://t.co/svYfuOuiFD,
2993,Çocuk sahibi olmak hayal değil... İşte aşama aşama tüp bebek süreci... https://t.co/EYySjfhybM https://t.co/G06Z8Mxa80,
2994,Kılıçdaroğlu: Hedef 30 bin kritik sandık https://t.co/maqjy2l23V https://t.co/IznjZvVHjo,
2995,İtalya tatili planı yapanlar dikkat! O şehre turist kotası geliyor... https://t.co/YPJa40UPgt https://t.co/vhYaOEm9dq,
2996,Yaralı pelikanı otomobillerine aldılar ama zor zaptettiler... . https://t.co/eCMXKwkPwY https://t.co/htu4Kdg8jY,
2997,"#TürkiyeninNabzı'nda bu akşam 21.00'de @arslandidem'in konukları @zekikilicaslan, @ersozhuseyin, Dr. Adnan Küçük, @BASBUGPINARBASI ve Nagehan Alçı https://t.co/u4FqPynAfA",
2998,Evlat edinmede '40 yaş' sınırı kalktı https://t.co/m8HXmNH1dF https://t.co/iBAkpow7tO,
2999,SON DAKİKA! EMEKLİYE BAYRAMDA İKRAMİYE // BAŞBAKAN: İKİ BAYRAMDA BİNER LİRA İKRAMİYE VERİLECEK,
3000,"Galatasaray Kulübü Başkanı Mustafa Cengiz, dün akşamki derbinin ardından trafik kazası geçirdi https://t.co/rbbZFLNQvw https://t.co/BjRTTeY3LX",
3001,SON DAKİKA! BORÇ YAPILANDIRILMASI GELİYOR // BAŞBAKAN: TRAFİK CEZALARI DA YENİDEN YAPILANDIRILACAK,
3002,Özcan Deniz baba oldu... İşte ilk fotoğraf! https://t.co/44Hv5GeWEo https://t.co/96PfmELyuF,
3003,SON DAKİKA! KAMU BORÇLARINA YAPILANDIRMA // BAŞBAKAN: PEŞİN ÖDEMEDE FAİZİNİN YÜZDE 90'I ALINMAYACAK,
3004,SON DAKİKA! İMAR BARIŞI GELİYOR // BAŞBAKAN: BELGE KARŞILIĞI SEMBOLİK ÜCRET ALACAĞIZ,
3005,"#SONDAKİKA! İmar barışı geliyor! Başbakan Binali Yıldırım, Bakanlar Kurulu toplantısının ardından açıkladı: ""Binalara yapı kayıt belgesi vereceğiz..."" https://t.co/Uc95CtZhNu",
3006,Uzmanlar: Vazgeçecekseniz ilik bağışı yapmayın çünkü... https://t.co/uOmJqu35kQ https://t.co/iU8fdLBG32,
3007,"#SONDAKİKA! Üniversite öğrencilerine af! Başbakan Binali Yıldırım, Bakanlar Kurulu toplantısının ardından açıkladı: ""Kaydı silinen üniversite öğrencilerine tekrar kayıt yaptırma ve eğitimini tamamlama fırsatı veriyoruz."" https://t.co/TFU0ALVOFa",
3008,Ünlü sosyal medyanı uzmanı uyardı: Facebook'ta geçirilen zaman arttıkça... https://t.co/TATab9kLD3 https://t.co/Eg2BClAJCq,
3009,YSK Başkanı'ndan seçime girecek partilere çağrı https://t.co/XCWaG9oMWZ https://t.co/iEPP0xjRxj,
3010,"#SONDAKİKA! Başbakan Binali Yıldırım, Bakanlar Kurulu toplantısının ardından açıkladı: ""Vergi ve prim alacakları yeniden yapılandırılacak..."" https://t.co/1MbqwV4rGK",
3011,Kafedeki şal kavgası karakolda bitti! Kül tablasını... https://t.co/qF5zcOZ8lp https://t.co/cdxUm0hYlH,
3012,"Kate Moss, Bodrum sezonunu açtı! Ünlü mankenden göbek detoksu... https://t.co/BBwHqLRxOv https://t.co/KoeGNY9jlJ",
3013,15 Temmuz'da Moda Deniz Kulübü'nde neler yaşandı? Komutanların rehin alınma görüntüleri ortaya çıktı... https://t.co/WQ2WuCrVLL https://t.co/kjkpF2Z1Fy,
3014,Demirtaş ve Önder'e 5 yıla kadar hapis istemi... https://t.co/IjcUBRzN70 https://t.co/kzctT4w6Kr,
3015,Şarkıcı Emrah Dinçer hakkında cinayetten müebbet hapis cezası istendi... https://t.co/ofM3AabN1C https://t.co/v5hmvowmxz,
3016,Alttan ısıtmalı bot üretti... https://t.co/YW91OAuS7p https://t.co/62O9DUV2Y2,
3017,14 yaşındaki Sümeyye dünya şampiyonu oldu https://t.co/7VW0cH1gFS https://t.co/5tJsl6rCUE,
3018,Mahkemeden ucuz ekmek kararı! https://t.co/dSgH26oQ8z https://t.co/JGozQRwAxG,
3019,Vücudunda tel unutuldu! Ömür boyu onunla yaşayacak... https://t.co/rLm3nJFKAn https://t.co/kh5E745ut0,
3020,Turizme 'Mayıs Bayramı' dopingi... Böyle karşılandılar... https://t.co/9SiW7aX5U3 https://t.co/3Ruz0l7DX3,
3021,Trump ile Kim Jong-un nerede buluşacak? https://t.co/LY54mabgOS,
3022,Kahraman itfaiyeci son yolculuğuna uğurlandı https://t.co/eavCrJ5lFX https://t.co/cyoGOpdcTF,
3023,Bilim insanları uyardı: LED ışıkları kanser riskini artırıyor https://t.co/qJKQnDJnIr https://t.co/pUPXiuLU0s,
3024,Bize ne oluyor? Polis ikna etmeye çalışırken 'atla' diye bağırdılar! https://t.co/MTkP1jAxhV https://t.co/fDZriTSanj,
3025,İstanbul'da 1 Mayıs'ta bu yollar kapalı https://t.co/PTv80oBiLN https://t.co/qNayBoNYoH,
3026,Fransa'da skandal! Müzedeki tablolar sahte çıktı... https://t.co/tYI5KwKsqv https://t.co/JdnKgvCDxF,
3027,İranlı kadınlar erkek kılığında maça girdi https://t.co/e0UsxpaX3o https://t.co/LD1sFK0TEG,
3028,Her tweet'i olay olan Trump'ın Twitter'ını o yönetiyor... İşte o isim... https://t.co/asagkYvyh6 https://t.co/MqZcGddiqU,
3029,"#TürkiyeninNabzı'nda bu akşam 21.00'de @arslandidem'in konukları @zekikilicaslan, @ersozhuseyin, Dr. Adnan Küçük, @BASBUGPINARBASI ve Nagehan Alçı https://t.co/Cj3Mw2Eijm",
3030,"RT @HaberturkLive: Cumhurbaşkanı Erdoğan, Özbekistan Parlamentosu'nda konuşuyor https://t.co/e5CfeDd044",
3031,"Bir anne, çocuğuna hırsızlık yaptırırken güvenlik kameralarına yakalandı! https://t.co/rmw6CMBpai https://t.co/ZcAnA8tTbb",
3032,15 Temmuz'da Moda Deniz Kulübü'nde neler yaşandı? Komutanların rehin alınma görüntüleri ortaya çıktı... https://t.co/WQ2WuCrVLL https://t.co/yxnbLozU14,
3033,Demirtaş ve Önder'e 5 yıla kadar hapis istemi... https://t.co/IjcUBRzN70 https://t.co/nP9sRDdTXv,
3034,Toprak kayması otoyolu yuttu! O anlar kamerada... https://t.co/PyTNRr1or1 https://t.co/o4LO4ncsGd,
3035,Silah satışlarına karşı sanal devriye! https://t.co/G0T0j0ujrb https://t.co/NgcXmemTog,
3036,Rusya'da dehşet! Instagram fenomeni çocuklarını öldürüp yaktı... https://t.co/WMVJqxTaLX https://t.co/PL0EqL7tbO,
3037,Nobel ödüllü bilim insanı: Eğer dünya 2 derece daha ısınırsa... https://t.co/dWY0IUzCKi https://t.co/97JzD0Qwnn,
