doc_id,text,
675,"40 yıl sonra ilk kez direksiyon başına geçen, annesi ile birlikte ilk kez kameralar karşısına çıkan Abdurrahim Albayrak’ı ilk kez bu kadar yakından tanıyacaksınız. Sevilay Yılman’ın sunduğu #SevilaySoruyor bugün saat 11.00'de Habertürk TV'de... @_AAlbayrak @sevilayyaziyor https://t.co/TrGJgXuIQP",
676,Paris'te yayalara bıçaklı saldırı... Saldırganın kimlik bilgilerine ulaşıldı... https://t.co/wGuSaijVgN https://t.co/fzezxIBdlT,
677,Ankara'da polise silahlı saldırı https://t.co/C8qnM5tMEr https://t.co/tXnW2y6fiW,
678,Cumhurbaşkanı kesin aday listesi belli oldu... İşte o isimler... https://t.co/jBIyDiYVQn https://t.co/O7WDBsYP7p,
679,Cumhurbaşkanı Erdoğan'dan af açıklaması https://t.co/owUZmVA4RE https://t.co/dxl8qArQQD,
680,Doğduğunuz ay hastalıklarınızı belirliyor... https://t.co/Xmh7GzaXGU https://t.co/rqHSLADoXu,
681,"RT @HaberturkLive: Cumhurbaşkanı Erdoğan, İstanbul’da konuşuyor https://t.co/AToZIeKiU1",
682,Ramazan geliyor... Oruç tutarken forma girin! https://t.co/33qaApu5Fr https://t.co/vGgMpy8GJq,
683,SON DAKİKA! BAHÇELİ'NİN AF ÖNERİSİ // ERDOĞAN: BÖYLE BİR DÜŞÜNCEMİZ KESİNLİKLE YOK,
684,"#HayataRenkKat'ta bugün @dilarakocak'ın konukları fotoğraf sanatçısı, yönetmen @NOdabasi ve oğlu için verdiği umut dolu mücadelesi ile
hayatlarımıza girmiş müzisyen anne Ahu Kahraman Yıldırım https://t.co/kEiAz7iKhK",
685,Milli Savunma Bakanlığı açıkladı... Askere gidecekler dikkat! https://t.co/NYl0ANVc9A https://t.co/hStlY6gFaq,
686,Baklavacılar karar aldı: Ramazanda fıstıklı baklava yok! https://t.co/yC2oY8F61A https://t.co/IX38TjwgLM,
687,"Bazı anneler var ki; onların sırtındaki yük de, omuzlarındaki sorumluluk da çok ağır... İşte hayatlarını çocuklarına adayan o fedakar annelerin hikayeleri... #AnnelerGünü https://t.co/uvgWz78UuL",
688,Dünyanın en renkli şehirleri... Listede Türkiye'den de bir yer var... https://t.co/ZsVcbDekg8 https://t.co/pOe5fHqHkA,
689,Başbakan Yardımcısı Akdağ'dan 'aşı takvimi' açıklaması... https://t.co/H4MUffP6st https://t.co/yDK74MtMth,
690,"40 yıl sonra ilk kez direksiyon başına geçen, annesi ile birlikte ilk kez kameralar karşısına çıkan Abdurrahim Albayrak’ı ilk kez bu kadar yakından tanıyacaksınız. Sevilay Yılman’ın sunduğu #SevilaySoruyor bugün saat 11.00'de Habertürk TV'de... @_AAlbayrak @sevilayyaziyor https://t.co/cb6IGFa3tA",
691,Eşine 'Bu çocuk benden değil' dedi! Yargıtay emsal kararı verdi... https://t.co/c3CpvAwc0Q https://t.co/n5VjXoUg25,
692,Rijksmuseum'dan Türkiye'ye getirildi! 'Ankara manzarası' evinde sergileniyor... https://t.co/YKU0r20u5i https://t.co/WH7pRFjjS4,
693,Yolcu 'Canım sıkıldı' dedi... Uçak pistten geri döndü... https://t.co/QTS1DOzSbx https://t.co/x4KUCanuOQ,
694,Otobüs kaçırmışlardı... Bu kez minibüs çaldılar! https://t.co/rFzfKgCwTf https://t.co/xw3YoHR6gQ,
695,"Engelli evlat sahibi anneler, çocuklarıyla engelleri aşmak için mücadele veriyor... 21 yıldır anne ve anneannesi sayesinde engel tanımayan Deniz'in hikayesi...#AnnelerGünü https://t.co/Gkrm24GsGj",
696,"#BurasıHaftasonu'nda bu sabah @oylumtaluu'nun konukları koruyucu annelik yapan modacı Simay Bülbül Sarıpınar ve Blogger anneler Amine Kamburoğlu, Senem Uysal, Yonca Kuraçav ve çocukları #AnnelerGünü’nde @oylumtaluu’ya konuk oluyor. https://t.co/3dBpBBoILi",
697,Ad ve soyad düzeltme işlemlerinde yeni gelişme... https://t.co/UMMUzAOyar https://t.co/AT1YmP3tGm,
698,Adalet Bakanlığı'ndan mağdurlara özel hizmet: 'https://t.co/lTkqr2kTVv ' https://t.co/yQtjIWsxzq https://t.co/OjrDUbL2po,
699,Sinemalarda bu hafta: 11 film vizyona girdi https://t.co/7TBr52W6rt https://t.co/xnGLecoLbr,
700,Vatan Şaşmaz'ın görüntülerini sızdıran eski polise dava... https://t.co/8ZViK64mF3 https://t.co/LlqIiPOeHn,
701,"#BurasıHaftasonu'nda bu sabah @oylumtaluu'nun konukları koruyucu annelik yapan modacı Simay Bülbül Sarıpınar ve Blogger anneler Amine Kamburoğlu, Senem Uysal, Yonca Kuraçav ve çocukları #AnnelerGünü’nde @oylumtaluu’ya konuk oluyor. https://t.co/4bgOOcGC9a",
702,"SICAK GELİŞME! ÖLÜ VE YARALILAR OLDUĞU BİLDİRİLDİ, ANCAK SAYI HENÜZ NET DEĞİL",
703,SICAK GELİŞME! ENDONEZYA'NIN SURABAYA KENTİNDE 3 KİLİSEYE İNTİHAR SALDIRISI DÜZENLENDİ,
704,Mekan kapatıp başbaşa eğlendiler... https://t.co/rFiQtOuVhs https://t.co/8BcT1aRlij,
705,Ünlüler hangi bölümlerden mezun? https://t.co/9JKT5MWm3I https://t.co/LXtxWQMmBc,
706,Ünlüler ve dublörleri... https://t.co/rSNzp5kQUo https://t.co/I8N4bo1Ic2,
707,Aşk iddialarının ardından ilk kez birlikte görüntülendiler... https://t.co/Wy4aSPNYoD https://t.co/CWFA7akWrc,
708,2018'in en sağlam otomobilleri açıklandı... https://t.co/BNXMvHnlor https://t.co/3lDh4SkZjz,
709,"#BurasıHaftasonu'nda bu sabah @oylumtaluu'nun konukları koruyucu annelik yapan modacı Simay Bülbül Sarıpınar ile Blogger anneler Amine Kamburoğlu, Senem Uysal, Yonca Kuraçav ve çocukları #AnnelerGünü’nde @oylumtaluu’ya konuk oluyor. https://t.co/rNMd71uUbB",
710,Tüp bebek tedavisinde 5 aşamaya dikkat! https://t.co/m92RKssrXm https://t.co/0mesDn4qOw,
711,Bu göl gençleştiriyor! https://t.co/u29WmYZ9z9 https://t.co/SisMjagO1I,
712,SICAK GELİŞME! AP: SALDIRIYI DAEŞ ÜSTLENDİ,
713,SICAK GELİŞME! FRANSA CUMHURBAŞKANI MACRON OLAYIN TERÖR SALDIRISI OLDUĞUNU TEYİT ETTİ,
714,"SICAK GELİŞME! PARİS'TE BIÇAKLI SALDIRI: 1 ÖLÜ, 4 YARALI",
715,"Avrupa, ABD'ye rest çekti! https://t.co/VfTrYwoHXf https://t.co/925LRuID0B",
716,Çavuşoğlu: Tarih ve ümmet bunu affetmez... https://t.co/tr16WED6NM https://t.co/du4YzbY84h,
717,Kılıçdaroğlu: Bütün dünyanın umuduyuz... https://t.co/DXJb2DixPn https://t.co/IQ4PSeQ1Jr,
718,"Yüreğimiz kömür karası... 
#Soma’da hayatını kaybeden madencilerimizi saygı ve rahmetle anıyoruz... #13Mayıs 2014 https://t.co/ORryOIkb2f",
719,Başbakan Yıldırım: Vaatlerde ölçü kaçmış durumda... https://t.co/ltvBwY7GuE https://t.co/6vEs0ZtP0X,
720,İnce: İki konuda size söz veriyorum... https://t.co/ufDU8iqBDl https://t.co/huXbCMZ2jq,
721,MHP lideri Bahçeli af önerisi yaptı... Yanıt Başbakan Yıldırım'dan geldi... https://t.co/teGQZZhw1w https://t.co/g5xId2r2PS,
722,Cumhurbaşkanı Erdoğan'dan misafir öğrencilere müjde! https://t.co/pmIC9BP8HO https://t.co/zKIsqJNobd,
723,"Tüm annelerin ellerinden öpüyoruz! 
#AnnelerGünüKutluOlsun https://t.co/Ubvjq7dPFu",
724,Ad ve soyad düzeltme işlemlerinde yeni gelişme... https://t.co/UMMUzAOyar https://t.co/gwKZe6BIPF,
725,Adalet Bakanlığı'ndan mağdurlara özel hizmet: 'https://t.co/lTkqr2kTVv ' https://t.co/yQtjIWsxzq https://t.co/ok4REuR0qI,
726,"'Hizmet bedelli' plaka vurgunu! Ücreti 34 TL, satış bedeli 120 TL... https://t.co/sMXSCoLEqD https://t.co/nu850cQGYw",
727,"40 yıl sonra ilk kez direksiyon başına geçen, annesi ile birlikte ilk kez kameralar karşısına çıkan Abdurrahim Albayrak’ı ilk kez bu kadar yakından tanıyacaksınız. Sevilay Yılman’ın sunduğu #SevilaySoruyor pazar saat 11.00'de Habertürk TV'de... @_AAlbayrak @sevilayyaziyor https://t.co/HoD3LmpiI5",
728,Ünlü YouTuber'a suçüstü... Kaçakçı fenomen yakalandı! https://t.co/A2523VlCu3 https://t.co/PQNbyg6p7n,
729,Boğaz'dan art arda iki Rus askeri gemisi geçti... https://t.co/s9L7pPa3Na https://t.co/pGn5xHPEiY,
730,"#EnineBoyuna'da @bbicer'in konukları @zekikilicaslan, @yhacisalihoglu, @emrebagce, @idriskardas, @mahmutovur ve @ORHANBURSALI https://t.co/sBQeEfOrCx",
731,Metrobüste taciz iddiasında mahkemeden örnek karar! https://t.co/oFZ4z1Z7P2 https://t.co/s4y3JY9Z3x,
732,Ulusal politikalara aykırı bulundu! Yeşilköy bungalovlarına ithal çam engeli... https://t.co/oYwgWJL6ia https://t.co/eozBDpNaeA,
733,Yolcu 'Canım sıkıldı' dedi... Uçak pistten geri döndü... https://t.co/QTS1DOzSbx https://t.co/D6IBrPgZct,
734,Vatan Şaşmaz'ın görüntülerini sızdıran eski polise dava... https://t.co/8ZViK64mF3 https://t.co/wtKOmJOeL0,
735,Sinemalarda bu hafta: 11 film vizyona girdi https://t.co/7TBr52W6rt https://t.co/UoP2fSvOZF,
736,"#EnineBoyuna'da @bbicer'in konukları @zekikilicaslan, @yhacisalihoglu, @emrebagce, @idriskardas, @mahmutovur ve @ORHANBURSALI https://t.co/JlVqIB5de5",
737,1.2 milyon liralık gaspın şüphelileri Yunanistan'a kaçarken yakalandı... https://t.co/FMMG740qfP https://t.co/QqI08jwAxk,
738,Bu göl gençleştiriyor! https://t.co/u29WmYZ9z9 https://t.co/0pyYm6BL5I,
739,Atatürk Havalimanı'nda panik! Unutkan yolcu polisi alarma geçirdi... https://t.co/Bvv4lR5bZY https://t.co/1OHXV90dIE,
740,Doğduğunuz ay hastalıklarınızı belirliyor... https://t.co/Xmh7GzaXGU https://t.co/EN98NNhMDz,
741,HGS-OGS cezalarında indirim! https://t.co/Edb9Bm89I1 https://t.co/7hk3N8KMmL,
742,"#EnineBoyuna başladı...
@bbicer'in konukları @zekikilicaslan, @yhacisalihoglu, @emrebagce, @idriskardas, @mahmutovur ve @ORHANBURSALI https://t.co/Dd2BztSxpL",
743,"#EnineBoyuna'da bu akşam saat 21.00'de @bbicer'in konukları @zekikilicaslan, @yhacisalihoglu, @emrebagce, @idriskardas, @mahmutovur ve @ORHANBURSALI https://t.co/kszAONgom3",
744,"Avrupa, ABD'ye rest çekti! https://t.co/VfTrYwoHXf https://t.co/CHZzR7E8ve",
745,MHP lideri Bahçeli af önerisi yaptı... Yanıt Başbakan Yıldırım'dan geldi... https://t.co/teGQZZhw1w https://t.co/gB37ANvO35,
746,İnce: İki konuda size söz veriyorum... https://t.co/ufDU8iqBDl https://t.co/ceuEuWeoIc,
747,Gençlerbirliği tarihinde 2'nci kez küme düştü... https://t.co/jHvvlQTg2o https://t.co/L3EIf3s5DL,
748,Başbakan Yıldırım: Vaatlerde ölçü kaçmış durumda... https://t.co/ltvBwY7GuE https://t.co/e4pHinlrWa,
749,Ünal: 'CHP'nin bu yardım konusunu abarttığını düşünüyorum...' https://t.co/BjHuxXg82k https://t.co/mo4du9K0l4,
750,Kılıçdaroğlu: Bütün dünyanın umuduyuz... https://t.co/DXJb2DixPn https://t.co/mlzn366K2R,
751,SICAK GELİŞME! KERKÜK'TE MEYDANA GELEN PATLAMADA 3 KİŞİ HAYATINI KAYBETTİ,
752,"'Dur' ihtarına uymadı, ölüme gitti... https://t.co/ZlUKCPDlti https://t.co/6vYjX98Evi",
753,Cumhurbaşkanı Erdoğan'dan misafir öğrencilere müjde! https://t.co/pmIC9BP8HO https://t.co/s1M9WR29Aq,
754,"Safari'de korku dolu anlar! Yasak olmasına rağmen araçtan indiler, dehşeti yaşadılar... https://t.co/KvTfksIlg6 https://t.co/1fegMK5ewO",
755,"Sağanak yağış hayatı felç etti! Kerpiç ev çöktü, öğrenciler okulda mahsur kaldı... https://t.co/En1IDf2y80 https://t.co/i5S4jez0Iv",
756,Milli Savunma Bakanlığı açıkladı... Askere gidecekler dikkat! https://t.co/NYl0ANVc9A https://t.co/Y3XXvAURns,
757,Adana'da alıkoyma iddiası! 'Bana tecavüz etti' diye balkona çıktı... https://t.co/k7zjsN4KTb https://t.co/qXAf6BSsRQ,
758,Çayı bir de böyle demleyin... https://t.co/VTSP8xQHUq https://t.co/g5SJVfzJoF,
759,"#EnineBoyuna'da bu akşam saat 21.00'de @bbicer'in konukları @zekikilicaslan, @yhacisalihoglu, @emrebagce, @idriskardas, @mahmutovur ve @ORHANBURSALI https://t.co/GR7qkkRd3U",
760,Yolcu 'Canım sıkıldı' dedi... Uçak pistten geri döndü... https://t.co/QTS1DOzSbx https://t.co/8JES0ZhOgO,
761,Metrobüste taciz iddiasında mahkemeden örnek karar! https://t.co/oFZ4z1Z7P2 https://t.co/nickz0Tp13,
762,2018'in en sağlam otomobilleri açıklandı... https://t.co/BNXMvHnlor https://t.co/uW91ppnojp,
763,Otobüs kaçırmışlardı... Bu kez minibüs çaldılar! https://t.co/rFzfKgCwTf https://t.co/ASxmP9yrLv,
764,Çavuşoğlu: Tarih ve ümmet bunu affetmez... https://t.co/tr16WED6NM https://t.co/LB7g2tVAyI,
765,İstanbul'da fuhuş operasyonu... 1'i hamile 15 kadın kurtarıldı... https://t.co/YpiFudhHs0 https://t.co/JrjgKVVFRL,
766,Rijksmuseum'dan Türkiye'ye getirildi! 'Ankara manzarası' evinde sergileniyor... https://t.co/YKU0r20u5i https://t.co/Oqo237OikG,
767,Adalet Bakanlığı'ndan mağdurlara özel hizmet: 'https://t.co/lTkqr2kTVv ' https://t.co/yQtjIWsxzq https://t.co/ampqAQ0GT5,
768,Başbakan Yardımcısı Akdağ'dan 'aşı takvimi' açıklaması... https://t.co/H4MUffP6st https://t.co/tWTQvamQZG,
769,Baklavacılar karar aldı: Ramazanda fıstıklı baklava yok! https://t.co/yC2oY8F61A https://t.co/WVTSq5zObr,
770,Eşine 'Bu çocuk benden değil' dedi! Yargıtay emsal kararı verdi... https://t.co/c3CpvAwc0Q https://t.co/yzNpKkN46m,
771,"Ardahan'da midibüs şarampole devrildi: 4 ölü, 22 yaralı... https://t.co/SEQhnD3v4v https://t.co/yZ3Gq7JnC1",
772,"'Hizmet bedelli' plaka vurgunu! Ücreti 34 TL, satış bedeli 120 TL... https://t.co/sMXSCoLEqD https://t.co/kP4kthkmas",
773,"40 yıl sonra ilk kez direksiyon başına geçen, annesi ile birlikte ilk kez kameralar karşısına çıkan Abdurrahim Albayrak’ı ilk kez bu kadar yakından tanıyacaksınız. Sevilay Yılman’ın sunduğu #SevilaySoruyor pazar saat 11.00'de Habertürk TV'de... @_AAlbayrak @sevilayyaziyor https://t.co/aOlG7Lob0m",
774,Ramazan geliyor... Oruç tutarken forma girin! https://t.co/33qaApu5Fr https://t.co/Op8QnFxeBz,
775,Dünyanın en renkli şehirleri... Listede Türkiye'den de bir yer var... https://t.co/ZsVcbDekg8 https://t.co/Peq2J1NoFX,
776,Ulusal politikalara aykırı bulundu! Yeşilköy bungalovlarına ithal çam engeli... https://t.co/oYwgWJL6ia https://t.co/AgR5Qx9YM2,
777,Ad ve soyad düzeltme işlemlerinde yeni gelişme... https://t.co/UMMUzAOyar https://t.co/92aPKG5jUu,
778,"Ali Koç, Aziz Yıldırım'a meydan okudu: ""Kim ne vermiş görelim..."" https://t.co/KpT8D697v1 https://t.co/g2NcorEJFF",
779,"SONDAKİKA! GENÇLERBİRLİĞİ, KASIMPAŞA'YA 3-1 YENİLEREK 29 YILDIR MÜCADELE ETTİĞİ SÜPER LİG'DEN DÜŞTÜ... https://t.co/6xOt2LKBHS",
780,Ünlü YouTuber'a suçüstü... Kaçakçı fenomen yakalandı! https://t.co/A2523VlCu3 https://t.co/7qoHklkzlk,
781,Tüp bebek tedavisinde 5 aşamaya dikkat! https://t.co/m92RKssrXm https://t.co/s46iB6E64z,
782,Vatan Şaşmaz'ın görüntülerini sızdıran eski polise dava... https://t.co/8ZViK64mF3 https://t.co/Ouft6aq0m5,
783,"#EnineBoyuna'da bu akşam saat 21.00'de @bbicer'in konukları @zekikilicaslan, @yhacisalihoglu, @emrebagce, @idriskardas, @mahmutovur ve @ORHANBURSALI https://t.co/eJchz58bck",
784,Bu göl gençleştiriyor! https://t.co/u29WmYZ9z9 https://t.co/EmelgmfUnQ,
785,Cumhurbaşkanı Erdoğan'dan misafir öğrencilere müjde! https://t.co/pmIC9BP8HO https://t.co/Bk9oAwt6Tc,
786,RT @HaberturkLive: Türkiye'nin deprem gerçeği... https://t.co/YKmcTqJi5m,
787,Ünlüler hangi bölümlerden mezun? https://t.co/9JKT5MWm3I https://t.co/RSYlDrukkN,
788,"SON DAKİKA! BAHÇELİ'NİN AF ÖNERİSİ // YILDIRIM: BİZİM GÜNDEMİMİZDE AF YOK, ÇOK NET SÖYLÜYORUM",
789,MHP lideri Bahçeli af önerisi yaptı... Yanıt Başbakan Yıldırım'dan geldi... https://t.co/teGQZZhw1w https://t.co/xKa8Z3ag2j,
790,Doğduğunuz ay hastalıklarınızı belirliyor... https://t.co/Xmh7GzaXGU https://t.co/spN6BSllwJ,
791,Boğaz'dan art arda iki Rus askeri gemisi geçti... https://t.co/s9L7pPa3Na https://t.co/iZnPPyju1l,
792,"Avrupa, ABD'ye rest çekti! https://t.co/VfTrYwoHXf https://t.co/gIHTavPOGK",
793,RT @HaberturkLive: CHP'nin Cumhurbaşkanı adayı Muharrem İnce konuşuyor https://t.co/beALP0etUz,
794,"#HayataRenkKat'ta bu hafta @dilarakocak'ın konukları fotoğraf sanatçısı, yönetmen @NOdabasi ve oğlu için verdiği umut dolu mücadelesi ile
hayatlarımıza girmiş müzisyen anne Ahu Kahraman Yıldırım https://t.co/4h0wkNpFMW",
795,Sinemalarda bu hafta: 11 film vizyona girdi https://t.co/7TBr52W6rt https://t.co/fWLcDfO8cz,
796,"40 yıl sonra ilk kez direksiyon başına geçen, annesi ile birlikte ilk kez kameralar karşısına çıkan Abdürrahim Albayrak’ı ilk kez bu kadar yakından tanıyacaksınız. Sevilay Yılman’ın sunduğu #SevilaySoruyor pazar saat 11.00'de Habertürk TV'de @sevilayyaziyor https://t.co/1ved6Q6tr3",
797,Atatürk Havalimanı'nda panik! Unutkan yolcu polisi alarma geçirdi... https://t.co/Bvv4lR5bZY https://t.co/bdriQWpaDK,
798,"RT @HaberturkLive: Başbakan Binali Yıldırım, Erzincan'da toplu açılış töreninde konuşuyor https://t.co/AKhpebr7v7",
799,İnce: İki konuda size söz veriyorum... https://t.co/ufDU8iqBDl https://t.co/ZftMGFwRkQ,
800,"40 yıl sonra ilk kez direksiyon başına geçen, annesi ile birlikte ilk kez kameralar karşısına çıkan Abdürrahim Albayrak’ı ilk kez bu kadar yakından tanıyacaksınız. Sevilay Yılman’ın sunduğu #SevilaySoruyor pazar saat 11.00'de Habertürk TV'de @sevilayyaziyor https://t.co/A9uLvk45Gu",
801,Başbakan Yıldırım: Vaatlerde ölçü kaçmış durumda... https://t.co/ltvBwY7GuE https://t.co/DLbdt9jgng,
802,"#EnineBoyuna'da bu akşam saat 21.00'de @bbicer'in konukları @zekikilicaslan, @yhacisalihoglu, @emrebagce, @idriskardas, @mahmutovur ve @ORHANBURSALI https://t.co/8JFfyMrXSK",
803,1.2 milyon liralık gaspın şüphelileri Yunanistan'a kaçarken yakalandı... https://t.co/FMMG740qfP https://t.co/s2ZOK4N85E,
804,"Bahçeli'den af açıklaması: ""Kader mahkumlarının talihini değiştirebiliriz..."" https://t.co/teGQZZhw1w https://t.co/U5ymVOAXlk",
805,HGS-OGS cezalarında indirim! https://t.co/Edb9Bm89I1 https://t.co/dnwrCTAWFl,
806,"Cumhurbaşkanı Erdoğan, uluslararası öğrenci buluşmasında konuşuyor
https://t.co/Op448zT9Vt",
807,"Safari'de korku dolu anlar! Yasak olmasına rağmen araçtan indiler, dehşeti yaşadılar... https://t.co/KvTfksIlg6 https://t.co/tWVqiR17w7",
808,"Hemcinsleri dışladı, o sahip çıktı... İşte annesinin kuzusu: Şapşik... https://t.co/YBkTf0BFPI https://t.co/bxWTRykGys",
809,Adana'da alıkoyma iddiası! 'Bana tecavüz etti' diye balkona çıktı... https://t.co/k7zjsN4KTb https://t.co/Keo34dSa2Z,
810,Eşine 'Bu çocuk benden değil' dedi! Yargıtay emsal kararı verdi... https://t.co/c3CpvAwc0Q https://t.co/rM49IfaPfI,
811,Kılıçdaroğlu: Bütün dünyanın umuduyuz... https://t.co/DXJb2DixPn https://t.co/mjG8CPCT3s,
812,"SONDAKİKA! MHP LİDERİ BAHÇELİ'DEN AF ÖNERİSİ: ""TARTIŞMA VE KONUŞMAYA DEĞMEZ Mİ?"" https://t.co/PNzrh20Dm5",
813,"RT @HaberturkLive: Başbakan Binali Yıldırım, Erzincan'da toplu açılış töreninde konuşuyor https://t.co/pF7OzAjwXT",
814,2018'in en sağlam otomobilleri açıklandı... https://t.co/BNXMvHnlor https://t.co/KPr9dNIqlr,
815,Ramazan geliyor... Oruç tutarken forma girin! https://t.co/33qaApu5Fr https://t.co/aetETI42Zr,
816,"#EnineBoyuna'da bu akşam saat 21.00'de @bbicer'in konukları @zekikilicaslan, @yhacisalihoglu, @emrebagce, @idriskardas, @mahmutovur ve @ORHANBURSALI https://t.co/tkiX1yOHHR",
817,İstanbul'da fuhuş operasyonu... 1'i hamile 15 kadın kurtarıldı... https://t.co/YpiFudhHs0 https://t.co/ttIt4BSaDY,
818,Ad ve soyad düzeltme işlemlerinde yeni gelişme... https://t.co/UMMUzAOyar https://t.co/Q6L99dfbq4,
819,RT @HaberturkLive: CHP'nin Cumhurbaşkanı adayı Muharrem İnce konuşuyor https://t.co/FRtgzAcijg,
820,"Sağanak yağış hayatı felç etti! Kerpiç ev çöktü, öğrenciler okulda mahsur kaldı... https://t.co/En1IDf2y80 https://t.co/Y4YYkBUZW0",
821,Otobüs kaçırmışlardı... Bu kez minibüs çaldılar! https://t.co/rFzfKgCwTf https://t.co/89DD91aru7,
822,"#HayataRenkKat'ta bu hafta @dilarakocak'ın konukları fotoğraf sanatçısı, yönetmen @NOdabasi ve oğlu için verdiği umut dolu mücadelesi ile
hayatlarımıza girmiş müzisyen anne Ahu Kahraman Yıldırım https://t.co/3Zw5hM7xYj",
823,Ünlüler ve dublörleri... https://t.co/rSNzp5kQUo https://t.co/7vQRe10XMb,
824,Başbakan Yardımcısı Akdağ'dan 'aşı takvimi' açıklaması... https://t.co/H4MUffP6st https://t.co/p6s7akPavb,
825,RT @HaberturkLive: #TadındaHikayeler Akdeniz’in güzel şehri Kahramanmaraş’ta https://t.co/EUo8K5YI8v,
826,Dünyanın en renkli şehirleri... Listede Türkiye'den de bir yer var... https://t.co/ZsVcbDekg8 https://t.co/8Uk7NAY5Gh,
827,Çayı bir de böyle demleyin... https://t.co/VTSP8xQHUq https://t.co/z3Jjd2wDZZ,
828,"Ardahan'da midibüs şarampole devrildi: 4 ölü, 22 yaralı... https://t.co/SEQhnD3v4v https://t.co/3xJeNxg56K",
829,Rijksmuseum'dan Türkiye'ye getirildi! 'Ankara manzarası' evinde sergileniyor... https://t.co/YKU0r20u5i https://t.co/KE2h9WZrpA,
830,"Ali Koç, Aziz Yıldırım'a meydan okudu: ""Kim ne vermiş görelim..."" https://t.co/KpT8D697v1 https://t.co/0qrpav0yJK",
831,Milli Savunma Bakanlığı açıkladı... Askere gidecekler dikkat! https://t.co/NYl0ANVc9A https://t.co/KVJRMFHIDD,
832,Çavuşoğlu: Tarih ve ümmet bunu affetmez... https://t.co/tr16WED6NM https://t.co/0HZ7ybN8wy,
833,"#EnineBoyuna'da bu akşam saat 21.00'de @bbicer'in konukları @zekikilicaslan, @yhacisalihoglu, @emrebagce, @idriskardas, @mahmutovur ve @ORHANBURSALI https://t.co/0ekjBJLlTh",
834,Mekan kapatıp başbaşa eğlendiler... https://t.co/rFiQtOuVhs https://t.co/DlsYFwYqTG,
835,RT @HaberturkLive: CHP Genel Başkanı Kemal Kılıçdaroğlu 2018 genel değerlendirme toplantısında konuşuyor https://t.co/JRikQRO9OF,
836,"40 yıl sonra ilk kez direksiyon başına geçen, annesi ile birlikte ilk kez kameralar karşısına çıkan Abdürrahim Albayrak’ı ilk kez bu kadar yakından tanıyacaksınız. Sevilay Yılman’ın sunduğu #SevilaySoruyor pazar saat 11.00'de Habertürk TV'de @sevilayyaziyor https://t.co/FHlHsWQNP2",
837,Aşk iddialarının ardından ilk kez birlikte görüntülendiler... https://t.co/Wy4aSPNYoD https://t.co/kcGjJIXIPz,
838,Baklavacılar karar aldı: Ramazanda fıstıklı baklava yok! https://t.co/yC2oY8F61A https://t.co/R4rndz3mgf,
839,Fenerbahçe'de seçim tarihi belli oldu https://t.co/gH9rEMpcdB https://t.co/cbSiFYhviU,
840,Ulusal politikalara aykırı bulundu! Yeşilköy bungalovlarına ithal çam engeli... https://t.co/oYwgWJL6ia https://t.co/XfVeAaZpra,
841,İşte Güney Yarım Küre'nin en büyük dalga boyu https://t.co/jhpr8l9ng2 https://t.co/5K7LAQ0JmW,
842,Metrobüste taciz iddiasında mahkemeden örnek karar! https://t.co/oFZ4z1Z7P2 https://t.co/T1iHwe0K8c,
843,Adalet Bakanlığı'ndan mağdurlara özel hizmet: 'https://t.co/lTkqr2kTVv' https://t.co/yQtjIWsxzq https://t.co/qFUQdbehKJ,
844,Uyumamak için ilaç içti... Hayatı karardı! https://t.co/l4Epc84KId https://t.co/tGltUtud9C,
845,"'Hizmet bedelli' plaka vurgunu! Ücreti 34 TL, satış bedeli 120 TL... https://t.co/sMXSCoLEqD https://t.co/pI1EB359ky",
846,Serenay Sarıkaya Cannes'da! https://t.co/ySW0N4DJao https://t.co/TMpo1IEY51,
847,Ünlü YouTuber'a suçüstü... Kaçakçı fenomen yakalandı! https://t.co/A2523VlCu3 https://t.co/GUTTaFEo12,
848,Sinemalarda bu hafta: 11 film vizyona girdi https://t.co/7TBr52W6rt https://t.co/sDpBNe5D7Q,
849,Mezarlıktaki 'gizemli kız' bulundu iddiası https://t.co/e6kKoDQ9dQ https://t.co/VEkjXeZFgO,
850,Ramazan geliyor... Oruç tutarken forma girin! https://t.co/33qaApu5Fr https://t.co/UDEA4hQb6w,
851,"Kına töreni için ada kapattılar! 18 kamyon malzeme, 4 milyon dolarlık harcama... https://t.co/AJmH9Njt5p https://t.co/yEUGUDhDjZ",
852,Ünlüler hangi bölümlerden mezun? https://t.co/9JKT5MWm3I https://t.co/VM3a6vKwn6,
853,"Kardashian, Trump'tan af istiyor! https://t.co/FHczayQvVW https://t.co/aEIYdYSrrC",
854,"Andırın doktoru şifalı Tırşik çorbası, dağlardan toplanan yabani salep ve dövme dondurmanın muhteşem lezzeti... #TadındaHikayeler bu hafta Kahramanmaraş'ta https://t.co/VjSJ7NtP5e",
855,G.Saray Başkanı: UEFA'dan Galatasaray'a men cezası yok https://t.co/NlshK26o1z https://t.co/dL7odigmxJ,
856,Antalya'da yakalandılar! https://t.co/eNqcVssKSF https://t.co/VKMOMjWwWs,
857,2018'in en sağlam otomobilleri açıklandı https://t.co/1FVxM0p9VN https://t.co/B5gdR8svRv,
858,Karayollarında geçiş ihlaline ilişkin para cezalarına indirim geliyor https://t.co/DUpRai7463 https://t.co/Clhbv7Edw1,
