,DocID,TokenID,StrtCpt,AllCpt,CptRatio,Length,VwlRatio,NoVwl,NoCns,NoDigit,DigitRatio,NoNonAlpha,NonAlphaRatio,AllCns,Hashtag,Mention,AllDigit,PrevStrtCpt,PrevAllCpt,PrevCptRatio,PrevLength,PrevVwlRatio,PrevNoVwl,NoCns,PrevNoDigit,PrevDigitRatio,PrevNoNonAlpha,PrevNonAlphaRatio,PrevAllCns,PrevHashtag,PrevMention,PrevAllDigit,Targets
73,13,1,True,True,1.0,3,0.3333333333333333,1,2,0,0.0,0,0.0,False,False,False,False,,,,,,,2,,,,,,,,,Address
74,14,1,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Address
75,14,6,False,False,0.0,12,0.3333333333333333,4,7,0,0.0,1,0.08333333333333333,False,False,True,False,,,,,,,7,,,,,,,,,ID
76,14,7,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,False,False,0.0,12,0.3333333333333333,4,3,0,0.0,1,0.08333333333333333,False,False,True,False,Address
77,14,11,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Place
78,14,16,False,False,0.0,12,0.4166666666666667,5,7,0,0.0,0,0.0,False,False,False,False,,,,,,,7,,,,,,,,,Event/Activity
79,14,17,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,False,False,0.0,12,0.4166666666666667,5,3,0,0.0,0,0.0,False,False,False,False,Event/Activity
80,15,7,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Event/Activity
81,16,1,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,,,,,,,5,,,,,,,,,Job
82,16,2,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,Name
83,16,4,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Date
84,16,11,False,False,0.0,11,0.36363636363636365,4,7,0,0.0,0,0.0,False,False,False,False,,,,,,,7,,,,,,,,,Event/Activity
85,17,1,True,False,0.1,10,0.3,3,7,0,0.0,0,0.0,False,False,False,False,,,,,,,7,,,,,,,,,Name
86,17,7,False,False,0.0,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Event/Activity
87,17,8,True,False,0.125,8,0.5,4,4,0,0.0,0,0.0,False,False,False,False,False,False,0.0,6,0.5,3,4,0,0.0,0,0.0,False,False,False,False,Company
88,17,13,False,False,0.0,8,0.5,4,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Event/Activity
89,17,14,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,False,False,0.0,8,0.5,4,4,0,0.0,0,0.0,False,False,False,False,Event/Activity
90,18,9,True,False,0.25,4,0.75,3,1,0,0.0,0,0.0,False,False,False,False,,,,,,,1,,,,,,,,,Company
91,18,10,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,True,False,0.25,4,0.75,3,4,0,0.0,0,0.0,False,False,False,False,Company
92,18,11,True,False,0.09090909090909091,11,0.45454545454545453,5,6,0,0.0,0,0.0,False,False,False,False,True,False,0.16666666666666666,6,0.3333333333333333,2,6,0,0.0,0,0.0,False,False,False,False,Company
93,18,12,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,True,False,0.09090909090909091,11,0.45454545454545453,5,5,0,0.0,0,0.0,False,False,False,False,Company
94,18,13,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,True,False,0.1111111111111111,9,0.4444444444444444,4,3,0,0.0,0,0.0,False,False,False,False,Job
95,18,14,True,False,0.5,2,0.5,1,1,0,0.0,0,0.0,False,False,False,False,True,False,0.16666666666666666,6,0.5,3,1,0,0.0,0,0.0,False,False,False,False,Job
96,18,15,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,True,False,0.5,2,0.5,1,3,0,0.0,0,0.0,False,False,False,False,Job
97,18,16,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,True,False,0.16666666666666666,6,0.5,3,4,0,0.0,0,0.0,False,False,False,False,Name
98,18,17,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,True,False,0.14285714285714285,7,0.42857142857142855,3,3,0,0.0,0,0.0,False,False,False,False,Name
99,18,18,False,False,0.0,2,0.0,0,0,2,1.0,0,0.0,False,False,False,True,True,False,0.2,5,0.4,2,0,0,0.0,0,0.0,False,False,False,False,Date
100,18,23,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Name
101,18,26,False,False,0.0,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Event/Activity
102,18,27,False,False,0.0,2,0.0,0,0,2,1.0,0,0.0,False,False,False,True,False,False,0.0,6,0.5,3,0,0,0.0,0,0.0,False,False,False,False,Contact
103,18,37,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Event/Activity
104,19,1,True,True,1.0,3,0.0,0,3,0,0.0,0,0.0,True,False,False,False,,,,,,,3,,,,,,,,,Company
105,19,2,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,True,True,1.0,3,0.0,0,4,0,0.0,0,0.0,True,False,False,False,Job
106,19,3,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Name
107,19,8,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Date
108,19,9,False,False,0.0,11,0.36363636363636365,4,7,0,0.0,0,0.0,False,False,False,False,False,False,0.0,7,0.42857142857142855,3,7,0,0.0,0,0.0,False,False,False,False,Event/Activity
109,20,1,True,False,0.07692307692307693,13,0.38461538461538464,5,8,0,0.0,0,0.0,False,False,False,False,,,,,,,8,,,,,,,,,Job
110,20,2,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,True,False,0.07692307692307693,13,0.38461538461538464,5,4,0,0.0,0,0.0,False,False,False,False,Name
111,20,3,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Address
112,20,11,False,False,0.0,10,0.4,4,6,0,0.0,0,0.0,False,False,False,False,,,,,,,6,,,,,,,,,Event/Activity
113,21,1,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Address
114,21,3,False,False,0.0,9,0.3333333333333333,3,6,0,0.0,0,0.0,False,False,False,False,,,,,,,6,,,,,,,,,Event/Activity
115,21,6,False,False,0.0,3,0.3333333333333333,1,2,0,0.0,0,0.0,False,False,False,False,,,,,,,2,,,,,,,,,Event/Activity
116,21,7,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,False,False,0.0,3,0.3333333333333333,1,3,0,0.0,0,0.0,False,False,False,False,Name
117,21,10,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Event/Activity
118,21,11,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,False,False,0.0,5,0.4,2,4,0,0.0,0,0.0,False,False,False,False,Event/Activity
119,21,15,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Event/Activity
120,21,19,False,False,0.0,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,,,,,,,5,,,,,,,,,Event/Activity
121,21,22,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Name
122,21,23,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,True,False,0.2,5,0.4,2,4,0,0.0,0,0.0,False,False,False,False,Name
123,21,24,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,Name
124,21,25,False,False,0.0,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,True,False,0.14285714285714285,7,0.42857142857142855,3,3,0,0.0,0,0.0,False,False,False,False,Event/Activity
125,21,26,False,False,0.0,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,False,False,0.0,6,0.5,3,5,0,0.0,0,0.0,False,False,False,False,Event/Activity
126,22,3,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Place
127,22,4,True,False,0.25,4,0.5,2,2,0,0.0,0,0.0,False,False,False,False,True,False,0.2,5,0.4,2,2,0,0.0,0,0.0,False,False,False,False,Place
128,22,8,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Place
129,22,9,True,False,0.25,4,0.5,2,2,0,0.0,0,0.0,False,False,False,False,True,False,0.14285714285714285,7,0.42857142857142855,3,2,0,0.0,0,0.0,False,False,False,False,Place
130,22,11,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Event/Activity
131,22,12,False,False,0.0,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,False,False,0.0,5,0.4,2,4,0,0.0,0,0.0,False,False,False,False,Event/Activity
132,22,16,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Place
133,23,1,False,False,0.375,8,0.5,4,3,0,0.0,1,0.125,False,False,True,False,,,,,,,3,,,,,,,,,ID
134,23,2,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,False,False,0.375,8,0.5,4,3,0,0.0,1,0.125,False,False,True,False,Address
135,23,4,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Address
136,24,1,True,False,0.1111111111111111,9,0.3333333333333333,3,6,0,0.0,0,0.0,False,False,False,False,,,,,,,6,,,,,,,,,Company
137,24,7,True,True,1.0,3,0.0,0,3,0,0.0,0,0.0,True,False,False,False,,,,,,,3,,,,,,,,,Company
138,24,9,True,False,0.25,4,0.5,2,2,0,0.0,0,0.0,False,False,False,False,,,,,,,2,,,,,,,,,Address
